Age (ka),Insolation (W/m^2)
4819,502.3340328
4820,502.1129798
4821,501.9114411
4822,501.6397667
4823,501.1212183
4824,500.2467328
4825,498.8933066
4826,496.9891602
4827,494.5277512
4828,491.5577776
4829,488.2484595
4830,484.7508347
4831,481.2870604
4832,478.0591125
4833,475.2765861
4834,473.1391657
4835,471.812327
4836,471.455107
4837,472.1224558
4838,473.8738407
4839,476.6677268
4840,480.4093695
4841,484.8974368
4842,489.8239806
4843,494.8816505
4844,499.6629909
4845,503.8317858
4846,507.0589654
4847,509.1882882
4848,510.1116171
4849,509.9049935
4850,508.6892012
4851,506.6743918
4852,504.1013248
4853,501.1944765
4854,498.2050218
4855,495.3408493
4856,492.8139473
4857,490.7950093
4858,489.4568767
4859,488.9029418
4860,489.1897931
4861,490.3307075
4862,492.2069344
4863,494.6202699
4864,497.2422987
4865,499.7131883
4866,501.6170606
4867,502.6111517
4868,502.4249268
4869,501.0004053
4870,498.3737527
4871,494.7497493
4872,490.4499239
4873,485.8016285
4874,481.1529811
4875,476.8302142
4876,473.0847001
4877,470.1554715
4878,468.1909947
4879,467.3017263
4880,467.5473248
4881,468.8848795
4882,471.2493585
4883,474.4956177
4884,478.410961
4885,482.8124634
4886,487.4616977
4887,492.1614258
4888,496.787974
4889,501.1989668
4890,505.3208791
4891,509.1250943
4892,512.5720125
4893,515.6256896
4894,518.1875748
4895,520.2136794
4896,521.5513449
4897,522.0929913
4898,521.672871
4899,520.2116048
4900,517.654042
4901,514.0157603
4902,509.3833694
4903,503.9155958
4904,497.8502834
4905,491.4564793
4906,485.039809
4907,478.9530362
4908,473.5807641
4909,469.247338
4910,466.3606945
4911,465.2058257
4912,466.0246241
4913,468.8673198
4914,473.5645944
4915,479.6598424
4916,486.3677683
4917,492.7217399
4918,497.7461808
4919,500.680229
4920,501.161099
4921,499.3372448
4922,495.6901973
4923,490.8781045
4924,485.5615138
4925,480.2622632
4926,475.3748623
4927,471.1803862
4928,467.9730682
4929,466.0406037
4930,465.6695854
4931,467.2527658
4932,471.0914858
4933,477.4325449
4934,486.3354127
4935,497.4523688
4936,510.0723576
4937,522.9362741
4938,534.461129
4939,543.0717226
4940,547.5254364
4941,547.3216775
4942,542.7413057
4943,534.7126029
4944,524.3799379
4945,512.8494205
4946,500.9963697
4947,489.4268111
4948,478.5766843
4949,468.7671533
4950,460.3118362
4951,453.5392099
4952,448.8562713
4953,446.6377271
4954,447.2682241
4955,450.9899225
4956,457.8182613
4957,467.4040019
4958,478.9767877
4959,491.3045316
4960,502.8822907
4961,512.2062909
4962,518.1490713
4963,520.3047561
4964,518.9473801
4965,514.8257965
4966,508.9219412
4967,502.1401435
4968,495.1451898
4969,488.4348512
4970,482.3427792
4971,477.0602666
4972,472.8084626
4973,469.7570557
4974,468.1670721
4975,468.2346145
4976,470.1574778
4977,474.0303423
4978,479.827817
4979,487.3127538
4980,495.9846119
4981,505.1355951
4982,513.8446229
4983,521.2086107
4984,526.3917081
4985,528.866805
4986,528.503827
4987,525.484018
4988,520.3176051
4989,513.5582798
4990,505.8414068
4991,497.6998025
4992,489.5407239
4993,481.7559501
4994,474.5803436
4995,468.2650114
4996,462.974623
4997,458.9029289
4998,456.2041617
4999,455.0421122
5000,455.4987169
